ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,14213c01_12_edna_1,14213c01_12_edna_2,14213c01_12_edna_3,22013c01_12_edna_1,22013c01_12_edna_2,22013c01_12_edna_3,CN13Dc01_12_edna_1,CN13Dc01_12_edna_2,CN13Dc01_12_edna_3,05114c01_12_edna_1,05114c01_12_edna_2,05114c01_12_edna_3,14714c01_12_edna_1,14714c01_12_edna_2,14714c01_12_edna_3,19114c01_12_edna_1,19114c01_12_edna_2,19114c01_12_edna_3,30214c01_12_edna_1,30214c01_12_edna_2,30214c01_12_edna_3,32414c01_12_edna_1,32414c01_12_edna_2,32414c01_12_edna_3,12015c01_12_edna_1,12015c01_12_edna_2,12015c01_12_edna_3,18815c01_12_edna_1,18815c01_12_edna_2,18815c01_12_edna_3,EB_20161116,pcrblank_1,28215c01_12_edna_1,28215c01_12_edna_2,28215c01_12_edna_3,34915c01_12_edna_1,34915c01_12_edna_2,34915c01_12_edna_3,11216c01_12_edna_1,11216c01_12_edna_2,11216c01_12_edna_3,24416c01_12_edna_1,24416c01_12_2,24416c01_12_edna_3,CANON16c14_12_edna_1,CANON16c14_12_edna_2,CANON16c14_12_edna_3,34916c01_12_edna_1,34916c01_12_edna_2,34916c01_12_edna_3,JD10706C1_0m_1,JD10706C1_0m_2,JD10706C1_0m_3,JD15806C1_0m_1,JD15806C1_0m_2,JD15806C1_0m_3,JD27006C1_0m_1,JD27006C1_0m_2,JD27006C1_0m_3,JD33306C1_0m_1,JD33306C1_0m_2,JD33306C1_0m_3,pcrblank2,EB_20161121,EB_20161228,EB_20170117,pcrblank3,CB_CANON160925_1,CB_CANON160925_2,CB_CANON160925_3,ArtComm2
ASV_2714,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,0,0,0,0,1,0,0,0,0,9,2,8,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_2715,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,2,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2716,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,5,3,3,5,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2717,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,7,14,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2718,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,9,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2719,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,7,9,2,0,0,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2720,Eukaryota,unknown,Oomycetes,Lagenidiales,Haliphthoraceae,Haliphthoros,s_,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2721,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,5,3,11,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2722,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia australis,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2723,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2724,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2725,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,8,4,15,0,0,0,0,0,0,0,0,1,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2726,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,18,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2727,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2728,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2729,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2730,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,7,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2731,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2732,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix sp. MBIC10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,7,8,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2733,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pterosperma,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_2734,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,8,3,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_2735,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV_2736,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,8,0,0,0,0,0,0,0,0,0
ASV_2737,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2738,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2739,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,Fragilidium duplocampanaeforme,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0
ASV_2740,Eukaryota,Basidiomycota,Tremellomycetes,unassigned,unassigned,unassigned,unassigned,8,19,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2741,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2742,Eukaryota,Ciliophora,Prostomatea,Prorodontida,unknown,Hexasterias,s_,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2743,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,9,16,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2744,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2745,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ASV_2746,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,2,3,2,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2747,Eukaryota,unknown,Oomycetes,Lagenidiales,Haliphthoraceae,Haliphthoros,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2748,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,13,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2749,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,9,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2750,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2751,Eukaryota,unknown,unknown,Diplonemea,Diplonemidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2752,Eukaryota,Chytridiomycota,Chytridiomycetes,Rhizophydiales,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,6,0,0,0,0,0,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2753,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2754,Eukaryota,unknown,unknown,unknown,Hartmannellidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2755,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,10,5,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_2756,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,6,0,4,3,4,3,1,0,2,0,0,0,1,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0
ASV_2757,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2758,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2759,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2760,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2761,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,15,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2762,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,unassigned,2,1,2,1,0,0,5,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2763,Eukaryota,unknown,unknown,unknown,Vannellidae,Vannella,unassigned,0,0,0,0,0,0,0,0,0,15,5,13,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2764,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
ASV_2765,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,8,6,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2766,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2767,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2768,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,11,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_2769,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,10,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2770,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,5,7,8,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2771,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
ASV_2772,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,12,3,8,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2773,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,3,2,0,10,5,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2774,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2775,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,5,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2776,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_2777,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,6,0,0,0,0,0,0,0,0,0,0,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2778,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pterosperma,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,1,0,0,0,0,0,0,13,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2779,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned,0,0,0,2,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_2780,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,13,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2781,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
